"IDPUBLICACION","IDTIPOPUBLICACION","IDFUENTE","NO_AUTORES","AO_PUBLICACION","TITULO","NOMBRE_LIBRO-REVISTA","EDITOR_LIBRO","VOL_REVISTA","NUM_REVISTA","EDITORIAL/INSTITUCION","FECHA_PUBLICACION","LUGAR_PUBLICACION","PAG_ARTICULO","PAG_PUBLICACION","suma"
793.00,3.00,1.00,3.00,"1996","Vertebrados fsiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo","Vertebrados fsiles del estado de Hidalgo. Fossil vertebrates from the state of Hidalgo","ND",0.00,"ND","Universidad Autnoma del estado de Hidalgo","1996","ND","1-127","127",1.00
794.00,2.00,1.00,3.00,"1993","La fauna encontrada en contexto Loma Alta","Arqueologa de las Lomas en la cuenca lacustre de Zacapu, Michoacn, Mxico. Cuadernos de Estudios Michoacanos","Arnauld, Charlotte, Carot, Patricia y Berthelot-Fauvet, Marie-France",0.00,"5","Centre d'tudes Mexicaines et Centramricaines","1993","Mxico","197-198","230",1.00
795.00,2.00,1.00,1.00,"1967","Vertebrate fauna and hunting patterns","The Prehistoty of Tehuacan Valley. Environment and Subsistencia","Byers, Douglas S.",1.00,"ND","University of Texas Press","1967","ND","132-177","331",1.00
796.00,8.00,1.00,2.00,"1968","Restos de fsiles encontrados en las cercanias de San Ignacio, Delegacin de Sta. Rosala, territorio de Baja California Sur (2-39)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1968","ND","ND","ND",1.00
797.00,8.00,1.00,4.00,"1990","Anlisis osteolgico preliminar. Proyecto La Quemada: 1987-1989 (31-24)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1990","ND","ND","ND",1.00
798.00,2.00,1.00,3.00,"1993","La fauna encontrada en contexto Lupe","Arqueologa de las Lomas en la cuenca lacustre de Zacapu, Michoacn, Mxico. Cuadernos de Estudios Michoacanos","Arnauld, Charlotte, Carot, Patricia y Berthelot-Fauvet, Marie-France",0.00,"5","Centre d'tudes Mexicaines et Centramricaines","1993","Mxico","198-200","230",1.00
799.00,8.00,1.00,1.00,"1996","Informe del rescate de fauna pleistocenica en Nextlalpa, Estado de Mxico (14-219)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","ND","ND","ND","ND",1.00
800.00,8.00,1.00,2.00,"1995","Rescate paleontolgico Pantanal. Informe Tcnico de Excavacin (17-18)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","ND","ND","ND","ND",1.00
801.00,1.00,1.00,1.00,"1934","Estudios paleontlogicos y estatigrficos en la regin de Tehuacan, Puebla","Anales del Instituto de Biologa, Mxico","ND",5.00,"1","ND","1934","ND","55-80","ND",1.00
802.00,1.00,1.00,1.00,"1953","La contribucin de Federico K. G. Mllerried a la geologa y paleontologa mexicanas","Revista de la Sociedad Mexicana de Historia Natural","ND",14.00,"1-4","ND","1953","ND","169-190","220",1.00
803.00,1.00,1.00,2.00,"1886","Noticia acerca del hallazgo de recursos humanos prehistricos en el Valle de Mxico","La Naturaleza, primera serie","ND",7.00,"ND","ND","1886","ND","257-264","ND",1.00
804.00,1.00,1.00,1.00,"1886","Nuevos datos acerca de la antigedad del hombre en el Valle de Mxico","La Naturaleza, primera serie","ND",7.00,"ND","ND","1886","ND","265-270","389",1.00
805.00,1.00,1.00,4.00,"1996","New records of fossil tapir from northeastern Mexico","Current Research in the Pleistocene","ND",13.00,"ND","ND","1996","ND","93-95","ND",1.00
806.00,8.00,1.00,2.00,"1987","Informe de la atencin a la denuncia del hallazgo de restos oseos de fauna en el municipio de el Fuerte, Sinaloa (oficio No. 401.13-178, expediente 1.9.1)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1987","ND","ND","ND",1.00
807.00,8.00,1.00,3.00,"1982","Rescate de megafauna pleistocnica en la cienca lacustre de Cuitzeo, Michoacn (15-22)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1982","ND","ND","ND",1.00
808.00,8.00,1.00,1.00,"1982","Un hallazgo de megafauna extinta en el rea de Tocuila, Jurisdiccin de Tezcoco (sic), Mex. (14-178)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1982","ND","ND","ND",1.00
809.00,8.00,1.00,1.00,"9999","Anlisis de los restos oseos faunisticos procedentes de la excavacin realizada en la Ventanilla frente 3 Teotihuacan, Mexico (14-228)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","ND","ND","ND","ND",1.00
810.00,8.00,1.00,2.00,"1988","Salvamento arqueolgico sobre restos de fauna pleitocnica en la localidad de Palo Dulce, Attotonilco el Alto, Jalisco, realizado del 4 de abril a 20 de mayo de 1988 (13-3)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1988","ND","ND","ND",1.00
811.00,1.00,1.00,1.00,"1867-1870","Studien ber das Genus Mastodon","Paleontographica","ND",17.00,"ND","ND","1867","ND","1-72","272",1.00
812.00,1.00,1.00,1.00,"1910","Pretendido hallazgo de huesos humanos fsiles, en cierto lugar del estado de Coahuila","La Naturaleza, tercera serie","ND",1.00,"ND","ND","1910","ND","45-51","ND",1.00
813.00,1.00,1.00,1.00,"1903","El hombre prehistrico en el Valle de Mxico","Anales del Museo Nacional de Mxico, 1a. poca","ND",7.00,"ND","ND","1903","ND","455-458","ND",1.00
814.00,1.00,1.00,1.00,"1952","Recientes hallazgos prehistricos en la Cuenca de Mxico","Ciencia","ND",12.00,"3","ND","1952","ND","103-105","ND",1.00
815.00,1.00,1.00,1.00,"1952","Nuevos yacimientos de Mammuthus y otros mamferos, en la regin suroriental del Lago de Chapala (Mxico)","Ciencia","ND",12.00,"3","ND","1952","ND","107-108","ND",1.00
816.00,1.00,1.00,1.00,"1948","Los suelos complejos y fsiles de la Altiplanicie de Mxico en relacin a los cambios climticos","Boletn de la Sociedad Geolgica Mexicana","ND",13.00,"ND","ND","1948","ND","1-20","ND",1.00
817.00,1.00,1.00,1.00,"1953","Mamferos recientes y fsiles de Mxico","Ciencia","ND",13.00,"4","ND","1953","ND","79-84","ND",1.00
818.00,1.00,1.00,2.00,"1993","Intraspecific and interspecific variation in the Cryptotis nigrescens species complex of small-eared shrews (Insectivora: Soricidae), with description of a new species from Colombia","Fieldiana Zool., new series","ND",74.00,"ND","ND","ND","ND","1-30","ND",1.00
819.00,3.00,1.00,2.00,"1993","Mammal species of the world","ND","Wilson, D. E. y Reeder, D. M.",0.00,"ND","Smithsonian Institution Press","ND","Washington","1-1206","1206",1.00
820.00,2.00,1.00,1.00,"1984","Bats","Orders and families of recent mammals of the world","S. Anderson y J. K. Jones, Jr.",0.00,"ND","John Wiley and Sons","1984","New York","145-186","686",1.00
821.00,1.00,1.00,1.00,"1987","Morphotypes dentaires actuels et fossiles des chiropteres vespertilionines 2eme parte: implications systematiques et phylogenics","Paleovertebrata","ND",17.00,"ND","ND","ND","ND","77-150","ND",1.00
822.00,2.00,1.00,1.00,"1987","Phylogenetic analysis of the bat subfamily Stenodermatinae (Chiroptera: Phyllostomidae)","Special Publications, The Museum, Texas Tech University","ND",26.00,"ND","ND","ND","ND","1-65","ND",1.00
823.00,1.00,1.00,1.00,"1882","Descripcin de un hueso labrado, en llama fsil. Encontrado en los terrenos posterciarios de Tequixquiac","El Minero Mexicano","ND",9.00,"22","ND","ND","ND","260-263","ND",1.00
824.00,4.00,1.00,1.00,"1965","Contribucin al estudio paleontlogico del Valle de los Mamuts en Xicotencatl, Tamps.","ND","ND",0.00,"ND","ND","1965","ND","6-42","42",1.00
825.00,1.00,1.00,1.00,"1843","Petrificaciones descubiertas en Tehuantepec","El Museo Mexicano","ND",1.00,"ND","ND","1843","ND","271-271","576",1.00
826.00,1.00,1.00,1.00,"1843","Tradiciones antiguas de Mxico sobre una raza de gigantes que habito en el pas de Anhuac","El Museo Mexicano","ND",1.00,"ND","ND","1843","ND","180-181","576",1.00
827.00,1.00,1.00,1.00,"1840","Espedicin cientfica de General Tern a Tejas","El Mosaico Mexicano","ND",4.00,"ND","ND","1840","ND","364-368","586",1.00
828.00,1.00,1.00,1.00,"1981","Estatigrafia de la regin central de Aguascalientes, Ags. Mexico","La Gaceta Geolgica","ND",6.00,"31","ND","1981","ND","17-40","40",1.00
829.00,1.00,1.00,1.00,"1952","Recientes hallazgos prehistricos en la Cuenca de Mxico","Tlatoani. Boletn de la Sociedad de Alumnos de la Escuela Nacional de Antropologa e Historia","ND",1.00,"5-6","ND","1952","ND","65-67","92",1.00
830.00,3.00,1.00,2.00,"1959","The mammals of North America","ND","ND",0.00,"ND","The Ronald Press Co.","1959","New York","1-546","546",1.00
831.00,1.00,1.00,1.00,"1968","Late Pliocene of the San Pedro Valley Arizona","U. S. Geol. Survey, Prof. Paper","ND",0.00,"600-D","ND","ND","ND","169-173","ND",1.00
832.00,1.00,1.00,1.00,"1984","Late Cenozoic Leporidae (Mammalia, Lagomorpha) from the Anza-Borrego Desert, Southern California","Carnegie Mus. Nat. Hist., Spec. Publ.","ND",0.00,"9","ND","ND","ND","41-57","ND",1.00
833.00,2.00,1.00,1.00,"1984","Lagomorphs","Orders and families of recent mammals of the world","S. Anderson y J. K. Jones, Jr.",0.00,"ND","John Wiley and Sons","1984","New York","686","686",1.00
834.00,1.00,1.00,4.00,"1996","Lista taxnomica de los mamiferos terrestres de Mxico","Occasional Pappers the Museum Texas Tech University","ND",0.00,"158","ND","ND","ND","1-62","ND",1.00
835.00,1.00,1.00,1.00,"1948","El hombre de Tepexpam (Valle de Mxico)","Runa","ND",2.00,"ND","ND","1948","ND","262-263","ND",1.00
836.00,1.00,1.00,1.00,"1939","Apuntes paleontolgicos y estatigrficos sobre el Valle del Mezquital, Estado de Hidalgo","Anales de la Escuela Nacional de Ciencias Biolgicas","ND",1.00,"2","ND","1939","ND","225-255","ND",1.00
837.00,1.00,1.00,1.00,"1893","El hombre prehistrico de Mxico","Memorias de la Sociedad Cientfica ""Antonio Alzate""","ND",7.00,"ND","ND","1893","ND","17-39","ND",1.00
838.00,1.00,1.00,1.00,"1947","El hombre fsil de Tepexpan y la estatigrafa del cuaternario en la cuenca de Mxico","Ciencia","ND",8.00,"6-9","ND","ND","ND","153-155","ND",1.00
839.00,1.00,1.00,1.00,"1946","Cuitzeo, estudio antropogeogrfico","Acta Anthropologica","ND",2.00,"1","ND","1946","ND","1-68","68",1.00
840.00,2.00,1.00,1.00,"1950","El hombre de Tepexpan: historia de su descubrimiento","Prehistoria de Mxico ""Revisin de prehistoria Mexicana: El hombre de Tepexpan y sus problemas""","ND",0.00,"ND","Ediciones Mexicanas","1950","ND","27-58","167",1.00
841.00,1.00,1.00,1.00,"1893","El hombre prehistrico de Amrica","Memorias de la Sociedad Cientfica ""Antonio Alzate""","ND",7.00,"ND","ND","1893","ND","40-53","ND",1.00
842.00,1.00,1.00,1.00,"1893","L'homme prhistorique au Mexique","Memorias de la Sociedad Cientfica ""Antonio Alzate""","ND",7.00,"ND","ND","1893","ND","54-56","ND",1.00
843.00,1.00,1.00,1.00,"1946","Acerca del descubrimiento del ""hombre de Tepexpam"" (Valle de Mxico)","Boletn Bibliogrfico de Antropologa Americana","ND",9.00,"ND","ND","1946","ND","60-64","ND",1.00
844.00,2.00,1.00,1.00,"1950","Antecedentes prehistricos al descubrimiento de Tepexpan","Prehistoria de Mxico ""Revisin de prehistoria Mexicana: El hombre de Tepexpan y sus problemas""","ND",0.00,"ND","Ediciones Mexicanas","1950","ND","27-52","167",1.00
845.00,5.00,1.00,1.00,"1949","Revisin de Prehistoria Mexicana: El hombre de Tepexpan y sus problemas","ND","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1949","ND","1-139","139",1.00
846.00,1.00,1.00,1.00,"1962","Antigedad del hombre de Mxico y Centroamrica: catlogo razonado de localidades y bibliografa selecta (1867-1961). (contribucinal XXXV Congreso Internacional de Americanistas; ciudad de Mxico, agosto de 1962)","Cuadernos del Instituto de Historia. Serie Antropolgica","ND",0.00,"14","ND","1962","ND","1-61","61",1.00
847.00,1.00,1.00,1.00,"1967","Loz cazadores primitivos en Mesoamrica","Cuadernos del Instituto de Investigaciones Histricas. Serie Antropolgica","ND",0.00,"21","ND","1967","ND","1-79","79",1.00
848.00,1.00,1.00,1.00,"1953","La cueva murtoria de la Candelaria","Cuadernos Americanos","ND",0.00,"4","ND","ND","ND","177-204","ND",1.00
849.00,1.00,1.00,1.00,"1947","El hombre fsil de Tepexpan","Cuadernos Americanos","ND",34.00,"4","ND","1947","ND","139-150","280",1.00
850.00,1.00,1.00,1.00,"1953","La Cueva de la Candelaria en el Valle de las Delicias","Tlatoani (2a poca)","ND",0.00,"7","ND","1953","ND","5-12","ND",1.00
851.00,1.00,1.00,1.00,"1980","La unidad habitacional en Terremote-Tlatenco, D. F. un anlisis de distribucin espacial para definir reas de actividad (primera parte)","Anales de Antropologa","ND",17.00,"1","ND","1980","ND","167-185","358",1.00
852.00,1.00,1.00,2.00,"1979","Terremote-Tlaltenco, D. F. un asentamiento formativo en el sur de la Cuenca de Mxico (primera temporada)","Anales de Antropologa","ND",16.00,"ND","ND","1979","ND","35-49","579",1.00
853.00,1.00,1.00,1.00,"1960","Sobre un hallazgo de caracter prehistrico en Edo. de Puebla","Tlatoani","ND",0.00,"13","ND","1960","ND","37-40","48",1.00
854.00,1.00,1.00,1.00,"1952","El mamut de Santa Isabel Iztapan","Cuadernos Americanos","ND",64.00,"4","ND","1952","ND","149-170","295",1.00
855.00,7.00,1.00,2.00,"1993","Nueva localidad fosilifera de vertebrados del pleistoceno en Emilio Carranza, Zacatecas, Mxico","Memoria del IV Congreso Nacional de Paleontologa","ND",0.00,"ND","ND","1993","ND","51-51","178",1.00
856.00,7.00,1.00,3.00,"1993","Estudios moleculares de huesos de mamut en diferentes grados de fosilizacin","Memoria del IV Congreso Nacional de Paleontologa","ND",0.00,"ND","ND","1993","ND","98-103","178",1.00
857.00,7.00,1.00,1.00,"1993","Cuatro rescates de fauna pleistocnica en el noroeste de la Cuenca de Mxico","Memoria del IV Congreso Nacional de Paleontologa","ND",0.00,"ND","ND","1993","ND","81-86","178",1.00
858.00,8.00,1.00,1.00,"1996","Rescate de una osamenta de mamut en ejidos de  San Cristobal, Ecatepec, Estado de Mxico","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia. Direccin de Salvamento Arqueolgico","1996","ND","ND","ND",1.00
859.00,8.00,1.00,2.00,"1983","Informe tcnico sobre el mamut de Los Llanos, Coah. (4-3)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","1983","ND","ND","ND",1.00
860.00,8.00,1.00,1.00,"1961","Restos precermicos de la Cueva de Coxcatln en el sur de Puebla","Direccin de Prehistoria Publicaciones","ND",0.00,"10","ND","1961","ND","1-29","29",1.00
861.00,1.00,1.00,1.00,"1951","Reconocimiento Arqueolgico en la zona de la Presa Internacional Falcn, Tamaulipas y Texas","Revista Mexicana de Estudios Antropolgicos","ND",0.00,"12","ND","1951","ND","31-59","188",1.00
862.00,1.00,1.00,1.00,"1954-1955","Productos geolgicos del Valle de Mxico: marco cultural. (Las principales rocas utilizadas para la manofactura de artefactos lticos)","Revista Mexicana de Estudios Antropolgicos","ND",0.00,"14","ND","1954-1955","ND","41-53","383",1.00
863.00,1.00,1.00,2.00,"1985","Fauna de la localidad de Terremote, Tlaltenco, D. F.","Anales de Antropologa","ND",22.00,"ND","ND","1985","ND","159-213","ND",1.00
864.00,8.00,1.00,2.00,"1996","Informe tcnico: rescate Sta. Martha Acatitla Sur (Mamut) (8-254)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia. Direccin de Salvamento Arqueolgico","1996","ND","ND","ND",1.00
865.00,4.00,2.00,1.00,"1983","Paleoecologa de la cuenca de Mxico durante el Pleistoceno","ND","ND",0.00,"ND","Universidad Nacional Autnoma de Mxico","1983","ND","1-137","137",1.00
866.00,2.00,1.00,1.00,"1984","Carnivores","Orders and families of recent mammals of the world","S. Anderson y J. K. Jones, Jr.",0.00,"ND","John Wiley and Sons","1984","New York","491-521","686",1.00
867.00,1.00,1.00,3.00,"1971","Arizona radiocarbon dates VIII","Radiocarbon","ND",13.00,"1","ND","ND","ND","1-18","ND",1.00
868.00,1.00,1.00,1.00,"1867","Note sur des ossements fossiles trouvs dans le nord-est du Mexique","Archives de la Commission Scientifique du Mexique","ND",3.00,"ND","ND","1867","ND","56-61","ND",1.00
869.00,1.00,1.00,1.00,"1867","Notes gologiques sur les frontires entre le Mexique et les tats-Unis","Archives de la Commission Scientifique du Mexique","ND",2.00,"ND","ND","1867","ND","74-80","ND",1.00
870.00,1.00,1.00,1.00,"1887","Ueber H. v. Meyer's Mastodon Humboldti Cuv.? aus Mexico","Neues Jahrbuch feur Mineralogie, Geologie und Paleaontologie","ND",1.00,"ND","ND","ND","ND","114-115","ND",1.00
871.00,1.00,2.00,1.00,"1986","Ausgrabung und prparation von elefantenknochen in Mexiko","Der Prparator","ND",32.00,"2","ND","ND","ND","265-271","ND",1.00
872.00,1.00,2.00,1.00,"1945","The principles of classification and classification of mammals","Bulletin of the American Museum of Natural History","ND",85.00,"ND","ND","ND","ND","1-350","ND",1.00
873.00,1.00,2.00,1.00,"1985","The Pleistocene lion of Beringia","Ann. Zool. Fennici","ND",22.00,"ND","ND","ND","ND","117-121","ND",1.00
874.00,3.00,1.00,1.00,"1981","The mammals of North America","ND","ND",1.00,"ND","John Wiley and Sons","ND","New York","ND","600",1.00
875.00,2.00,1.00,2.00,"1995","A reappraisal of fossil vertebrates from San Josecito Cave, Nuevo Leon, Mexico","Ancient peoples and landscapes","Eileen Johnson",0.00,"ND","Museum of Texas Tech University","ND","Lubbock, Texas","217-231","368",1.00
876.00,1.00,2.00,2.00,"1996","The Arizpe mammoth, Pleistocene of Sonora, Mexico - taxonomic reevaluation","Revista Mexicana de Ciencias Geolgicas","ND",13.00,"1","ND","ND","ND","90-93","ND",1.00
